[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[ 1.          1.         -0.08485213 -0.04       -0.2857226  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[ 1.          1.         -0.03485358 -0.04       -0.2857157  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[ 1.          1.          0.01514617 -0.04       -0.28571454 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.16        0.2857143  -0.42857143],[ 1.          1.          0.06514613 -0.04       -0.28571433 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.19305424  0.28359458 -0.3735836 ],[ 1.          1.          0.11769111 -0.07305424 -0.28359458 -0.48355925],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.19945136  0.285697   -0.4236026 ],[ 1.          1.          0.16780885 -0.07945135 -0.285697   -0.43354023],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.19995576  0.18196131 -0.42820778],[ 1.          1.          0.2326882  -0.07995576 -0.18196131 -0.42893508],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.1999956   0.1495396  -0.42853534],[ 1.          1.          0.32587963 -0.07999561 -0.1495396  -0.4286075 ],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.19999956  0.1439991  -0.42856777],[ 1.          1.          0.42471611 -0.07999956 -0.1439991  -0.42857507],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.19999996  0.1430523  -0.42857108],[ 1.          1.          0.5245173  -0.07999995 -0.1430523  -0.4285718 ],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.         1.         1.         0.2        0.1428905 -0.4285714],[ 1.          1.          0.6244833  -0.08       -0.1428905  -0.42857146],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14286284 -0.42857143],[ 1.          1.          0.7244775  -0.08       -0.14286284 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285812 -0.42857143],[ 1.          1.          0.82447654 -0.08       -0.14285812 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285731 -0.42857143],[ 1.          1.          0.9244763  -0.08       -0.14285731 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285716 -0.42857143],[ 1.          1.          1.         -0.08       -0.14285716 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285715 -0.42857143],[ 1.          1.          1.         -0.08       -0.14285715 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285715 -0.42857143],[ 1.          1.          1.         -0.08       -0.14285715 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285715 -0.42857143],[ 1.          1.          1.         -0.08       -0.14285715 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.14285715 -0.42857143],"[ 2.0000000e+00  1.0000000e+00 -8.3992973e-02  2.2204460e-16
 -2.8571430e-01 -4.2857143e-01]",[ 1.          1.          1.         -0.08       -0.14285715 -0.42857143]
obs,info
[ 0.          1.          1.          0.17291442 -0.03455524 -0.520999  ],[ 2.          1.         -0.04411294  0.02837719 -0.3166979  -0.33614385],[ 1.          1.          1.         -0.05291441  0.03455524 -0.33614385]
obs,info
