[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.         -0.08411773 -0.04       -0.2857157  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.         -0.03411798 -0.04       -0.28571454 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.01588197 -0.04       -0.28571433 -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.06588197 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.11588196 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.16588196 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.21588197 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.26588196 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.31588197 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
[ 0.          1.          1.          0.2         0.2857143  -0.42857143],[ 1.          1.          0.36588198 -0.04       -0.2857143  -0.42857143],[0. 0. 0. 0. 0. 0.]
obs,info
